classe;ordem;familia;genero;nome_cientifico;nome_comum;categoria;criterio
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys dimidiatus;Rato-do-espinho, Rio de Janeiro Spiny Rat, Soft-spined Atlantic Spiny-rat;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys elegans;Rato de Espinho;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys eliasi;Elias Atlantic Spiny-rat, Rato-do-espinho;Vulnerável;B1ab(iii)+2ab(iii)
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys gratiosus;NA;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys iheringi;Ihering’s Atlantic Spiny-rat, Rato-do-espinho, São Paulo Spiny Rat;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys mirapitanga;Dark-caped Atlantic Spiny-rat, Rato-do-espinho;Em Perigo;B1ab(iii)
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys moojeni;Moojen’s Atlantic Spiny-rat, Rato-de-espinho;Em Perigo;B1ab(iii)+2ab(iii)
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys paratus;Rato-do-espinho, Rigid- spined Atlantic Spiny Rat, Spiked Atlantic Spiny-rat;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys setosus;Elegant- spined Atlantic Spiny rat, Hairy Atlantic Spiny-rat, Hairy Spiny Rat, Rato-do-espinho;Menos Preocupante;NA
Mammalia;Rodentia;Echimyidae;Trinomys;Trinomys yonenagae;Rato-do-espinho, Yonenaga’s Atlantic Spiny-rat;Em Perigo;B1ab(ii,iii)
